country	study_id	age_low	age_high	region	gender	n_deaths	date_start_survey	date_end_survey	age_breakdown	for_regional_analysis	ref
Switzerland	CHE2	0	999	Zurich	both	7	04/04/2020	04/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	05/04/2020	05/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	06/04/2020	06/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	07/04/2020	07/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	8	08/04/2020	08/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	09/04/2020	09/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	5	10/04/2020	10/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	6	11/04/2020	11/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	12/04/2020	12/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	13/04/2020	13/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	14/04/2020	14/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	15/04/2020	15/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	16/04/2020	16/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	5	17/04/2020	17/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	5	18/04/2020	18/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	19/04/2020	19/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	20/04/2020	20/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	21/04/2020	21/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	22/04/2020	22/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	3	23/04/2020	23/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	24/04/2020	24/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	25/04/2020	25/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	26/04/2020	26/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	27/04/2020	27/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	28/04/2020	28/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	29/04/2020	29/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	30/04/2020	30/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	01/05/2020	01/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	02/05/2020	02/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	03/05/2020	03/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	04/05/2020	04/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	05/05/2020	05/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	06/05/2020	06/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	07/05/2020	07/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	08/05/2020	08/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	09/05/2020	09/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	10/05/2020	10/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	11/05/2020	11/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	12/05/2020	12/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	13/05/2020	13/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	14/05/2020	14/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	15/05/2020	15/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	16/05/2020	16/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	17/05/2020	17/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	18/05/2020	18/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	19/05/2020	19/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	20/05/2020	20/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	21/05/2020	21/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	22/05/2020	22/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	23/05/2020	23/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	24/05/2020	24/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	25/05/2020	25/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	26/05/2020	26/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	27/05/2020	27/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	28/05/2020	28/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	29/05/2020	29/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	30/05/2020	30/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	31/05/2020	31/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	01/06/2020	01/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	02/06/2020	02/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	03/06/2020	03/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	04/06/2020	04/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	05/06/2020	05/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	06/06/2020	06/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	07/06/2020	07/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	08/06/2020	08/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	09/06/2020	09/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	10/06/2020	10/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	11/06/2020	11/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	12/06/2020	12/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	13/06/2020	13/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	14/06/2020	14/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	15/06/2020	15/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	16/06/2020	16/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	17/06/2020	17/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	18/06/2020	18/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	19/06/2020	19/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	20/06/2020	20/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	21/06/2020	21/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	22/06/2020	22/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	23/06/2020	23/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	24/06/2020	24/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	25/06/2020	25/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	26/06/2020	26/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	27/06/2020	27/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	28/06/2020	28/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	29/06/2020	29/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	30/06/2020	30/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	01/07/2020	01/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	02/07/2020	02/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	03/07/2020	03/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	04/07/2020	04/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	05/07/2020	05/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	06/07/2020	06/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	07/07/2020	07/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	08/07/2020	08/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	09/07/2020	09/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	10/07/2020	10/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	11/07/2020	11/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	12/07/2020	12/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	13/07/2020	13/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	14/07/2020	14/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	15/07/2020	15/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	16/07/2020	16/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	17/07/2020	17/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	18/07/2020	18/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	19/07/2020	19/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	20/07/2020	20/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	21/07/2020	21/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	22/07/2020	22/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	23/07/2020	23/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	24/07/2020	24/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	25/07/2020	25/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	26/07/2020	26/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	27/07/2020	27/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	28/07/2020	28/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	29/07/2020	29/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	30/07/2020	30/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	31/07/2020	31/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	01/08/2020	01/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	02/08/2020	02/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	03/08/2020	03/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	04/08/2020	04/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	05/08/2020	05/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	06/08/2020	06/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	07/08/2020	07/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	08/08/2020	08/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	09/08/2020	09/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	10/08/2020	10/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	11/08/2020	11/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	12/08/2020	12/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	13/08/2020	13/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	14/08/2020	14/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	15/08/2020	15/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	16/08/2020	16/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	17/08/2020	17/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
China	CHN1	0	999	Wuhan	both	2	10/01/2020	10/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	0	11/01/2020	11/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	0	12/01/2020	12/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	0	13/01/2020	13/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	0	14/01/2020	14/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	2	15/01/2020	15/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	0	16/01/2020	16/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	0	17/01/2020	17/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	2	18/01/2020	18/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	2	19/01/2020	19/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	3	20/01/2020	20/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	5	21/01/2020	21/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	12	22/01/2020	22/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	9	23/01/2020	23/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	23	24/01/2020	24/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	11	25/01/2020	25/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	27	26/01/2020	26/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	33	27/01/2020	27/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	29	28/01/2020	28/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	38	29/01/2020	29/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	45	30/01/2020	30/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	50	31/01/2020	31/01/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	48	01/02/2020	01/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	62	02/02/2020	02/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	72	03/02/2020	03/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	74	04/02/2020	04/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	78	05/02/2020	05/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	96	06/02/2020	06/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	101	07/02/2020	07/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	95	08/02/2020	08/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	110	09/02/2020	09/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	101	10/02/2020	10/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	108	11/02/2020	11/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	162	12/02/2020	12/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	132	13/02/2020	13/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	161	14/02/2020	14/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	165	15/02/2020	15/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	114	16/02/2020	16/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	108	17/02/2020	17/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	174	18/02/2020	18/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	132	19/02/2020	19/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	149	20/02/2020	20/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	135	21/02/2020	21/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	123	22/02/2020	22/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	197	23/02/2020	23/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	84	24/02/2020	24/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	63	25/02/2020	25/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	29	26/02/2020	26/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	42	27/02/2020	27/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	56	28/02/2020	28/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	39	29/02/2020	29/02/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	48	01/03/2020	01/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	36	02/03/2020	02/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	47	03/03/2020	03/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	35	04/03/2020	04/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	35	05/03/2020	05/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	32	06/03/2020	06/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	32	07/03/2020	07/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	27	08/03/2020	08/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	24	09/03/2020	09/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	29	10/03/2020	10/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	11	11/03/2020	11/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	9	12/03/2020	12/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	15	13/03/2020	13/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	15	14/03/2020	14/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
China	CHN1	0	999	Wuhan	both	20	15/03/2020	15/03/2020	0	1	http://wjw.wuhan.gov.cn/xwzx_28/gsgg/
