country	study_id	age_low	age_high	region	gender	n_deaths	date_start_survey	date_end_survey	age_breakdown	for_regional_analysis	ref
Switzerland	CHE1	0	999	Geneva	both	5	14/04/2020	14/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	6	15/04/2020	15/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	7	16/04/2020	16/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	6	17/04/2020	17/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	4	18/04/2020	18/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	3	19/04/2020	19/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	3	20/04/2020	20/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	5	21/04/2020	21/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	9	22/04/2020	22/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	2	23/04/2020	23/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	5	24/04/2020	24/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	25/04/2020	25/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	26/04/2020	26/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	27/04/2020	27/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	28/04/2020	28/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	29/04/2020	29/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	3	30/04/2020	30/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	3	01/05/2020	01/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	3	02/05/2020	02/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	03/05/2020	03/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	2	04/05/2020	04/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	05/05/2020	05/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	06/05/2020	06/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	5	07/05/2020	07/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	08/05/2020	08/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	09/05/2020	09/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	2	10/05/2020	10/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	11/05/2020	11/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	12/05/2020	12/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	13/05/2020	13/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	14/05/2020	14/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	15/05/2020	15/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	16/05/2020	16/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	17/05/2020	17/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	18/05/2020	18/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	19/05/2020	19/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	20/05/2020	20/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	21/05/2020	21/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	22/05/2020	22/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	23/05/2020	23/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	24/05/2020	24/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	25/05/2020	25/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	26/05/2020	26/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	27/05/2020	27/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	28/05/2020	28/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	29/05/2020	29/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	30/05/2020	30/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	31/05/2020	31/05/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	01/06/2020	01/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	02/06/2020	02/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	03/06/2020	03/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	04/06/2020	04/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	05/06/2020	05/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	06/06/2020	06/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	07/06/2020	07/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	08/06/2020	08/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	09/06/2020	09/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	10/06/2020	10/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	11/06/2020	11/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	12/06/2020	12/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	13/06/2020	13/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	14/06/2020	14/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	15/06/2020	15/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	16/06/2020	16/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	17/06/2020	17/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	18/06/2020	18/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	19/06/2020	19/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	20/06/2020	20/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	21/06/2020	21/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	22/06/2020	22/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	23/06/2020	23/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	24/06/2020	24/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	25/06/2020	25/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	26/06/2020	26/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	27/06/2020	27/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	28/06/2020	28/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	29/06/2020	29/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	30/06/2020	30/06/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	01/07/2020	01/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	02/07/2020	02/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	03/07/2020	03/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	04/07/2020	04/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	05/07/2020	05/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	06/07/2020	06/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	07/07/2020	07/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	08/07/2020	08/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	09/07/2020	09/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	10/07/2020	10/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	11/07/2020	11/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	12/07/2020	12/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	13/07/2020	13/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	14/07/2020	14/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	15/07/2020	15/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	16/07/2020	16/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	17/07/2020	17/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	18/07/2020	18/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	19/07/2020	19/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	20/07/2020	20/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	21/07/2020	21/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	22/07/2020	22/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	23/07/2020	23/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	24/07/2020	24/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	25/07/2020	25/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	26/07/2020	26/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	27/07/2020	27/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	28/07/2020	28/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	29/07/2020	29/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	30/07/2020	30/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	31/07/2020	31/07/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	01/08/2020	01/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	02/08/2020	02/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	03/08/2020	03/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	04/08/2020	04/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	05/08/2020	05/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	06/08/2020	06/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	07/08/2020	07/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	08/08/2020	08/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	09/08/2020	09/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	10/08/2020	10/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	11/08/2020	11/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	12/08/2020	12/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	13/08/2020	13/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	14/08/2020	14/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	1	15/08/2020	15/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	16/08/2020	16/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE1	0	999	Geneva	both	0	17/08/2020	17/08/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	24/02/2020	24/02/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	25/02/2020	25/02/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	26/02/2020	26/02/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	27/02/2020	27/02/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	28/02/2020	28/02/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	29/02/2020	29/02/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	01/03/2020	01/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	02/03/2020	02/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	03/03/2020	03/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	04/03/2020	04/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	05/03/2020	05/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	06/03/2020	06/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	07/03/2020	07/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	08/03/2020	08/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	09/03/2020	09/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	10/03/2020	10/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	11/03/2020	11/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	12/03/2020	12/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	13/03/2020	13/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	14/03/2020	14/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	15/03/2020	15/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	16/03/2020	16/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	17/03/2020	17/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	18/03/2020	18/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	19/03/2020	19/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	20/03/2020	20/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	21/03/2020	21/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	22/03/2020	22/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	0	23/03/2020	23/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	24/03/2020	24/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	25/03/2020	25/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	3	26/03/2020	26/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	27/03/2020	27/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	4	28/03/2020	28/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	3	29/03/2020	29/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	1	30/03/2020	30/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	31/03/2020	31/03/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	9	01/04/2020	01/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	3	02/04/2020	02/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
Switzerland	CHE2	0	999	Zurich	both	2	03/04/2020	03/04/2020	0	1	https://covid-19-schweiz.bagapps.ch/fr-1.html
