country,study_id,age_low,age_high,region,gender,n_deaths,date_start_survey,date_end_survey,matching_with_sero,cumulative,age_breakdown,gender_breakdown,for_regional_analysis,time_series,ref,notes
United Kingdom,GBR1,0,999,Scotland,both,44,05/05/2020,05/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,83,06/05/2020,06/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,59,07/05/2020,07/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,49,08/05/2020,08/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,36,09/05/2020,09/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,10,10/05/2020,10/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,5,11/05/2020,11/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,50,12/05/2020,12/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,61,13/05/2020,13/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,34,14/05/2020,14/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,46,15/05/2020,15/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,41,16/05/2020,16/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,9,17/05/2020,17/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,2,18/05/2020,18/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,29,19/05/2020,19/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,50,20/05/2020,20/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,37,21/05/2020,21/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,24,22/05/2020,22/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,16,23/05/2020,23/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,9,24/05/2020,24/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,3,25/05/2020,25/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,18,26/05/2020,26/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,13,27/05/2020,27/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,12,28/05/2020,28/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,15,29/05/2020,29/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,22,30/05/2020,30/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,9,31/05/2020,31/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,1,01/06/2020,01/06/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,12,02/06/2020,02/06/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
United Kingdom,GBR1,0,999,Scotland,both,11,03/06/2020,03/06/2020,exact date available - extract from time series,no,0,0,1,1,https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/,
China,CHN1,0,999,Wuhan,both,0,21/01/2020,21/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,22/01/2020,22/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,23/01/2020,23/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,30,24/01/2020,24/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,9,25/01/2020,25/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,25,26/01/2020,26/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,29,27/01/2020,27/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,29,28/01/2020,28/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,30,29/01/2020,29/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,45,30/01/2020,30/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,48,31/01/2020,31/01/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,53,01/02/2020,01/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,117,02/02/2020,02/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,75,03/02/2020,03/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,78,04/02/2020,04/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,81,05/02/2020,05/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,80,06/02/2020,06/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,2,07/02/2020,07/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,100,08/02/2020,08/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,102,09/02/2020,09/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,110,10/02/2020,10/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,124,11/02/2020,11/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,114,12/02/2020,12/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,290,13/02/2020,13/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,15,14/02/2020,14/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,321,15/02/2020,15/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,118,16/02/2020,16/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,7,17/02/2020,17/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,114,18/02/2020,18/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,157,19/02/2020,19/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,129,20/02/2020,20/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,134,21/02/2020,21/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,235,22/02/2020,22/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,2,23/02/2020,23/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,171,24/02/2020,24/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,81,25/02/2020,25/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,60,26/02/2020,26/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,33,27/02/2020,27/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,51,28/02/2020,28/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,54,29/02/2020,29/02/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,40,01/03/2020,01/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,48,02/03/2020,02/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,38,03/03/2020,03/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,41,04/03/2020,04/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,37,05/03/2020,05/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,33,06/03/2020,06/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,39,07/03/2020,07/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,23,08/03/2020,08/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,28,09/03/2020,09/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,18,10/03/2020,10/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,25,11/03/2020,11/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,13,12/03/2020,12/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,8,13/03/2020,13/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,15,14/03/2020,14/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,11,15/03/2020,15/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,16,16/03/2020,16/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,15,17/03/2020,17/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,13,18/03/2020,18/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,9,19/03/2020,19/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,5,20/03/2020,20/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,7,21/03/2020,21/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,7,22/03/2020,22/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,10,23/03/2020,23/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,8,24/03/2020,24/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,5,25/03/2020,25/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,7,26/03/2020,26/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,6,27/03/2020,27/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,8,28/03/2020,28/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,6,29/03/2020,29/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,5,30/03/2020,30/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,1,31/03/2020,31/03/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,8,01/04/2020,01/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,7,02/04/2020,02/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,5,03/04/2020,03/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,5,04/04/2020,04/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,3,05/04/2020,05/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,2,06/04/2020,06/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,07/04/2020,07/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,2,08/04/2020,08/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,2,09/04/2020,09/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,5,10/04/2020,10/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,11/04/2020,11/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,12/04/2020,12/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,2,13/04/2020,13/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,14/04/2020,14/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,1,15/04/2020,15/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,16/04/2020,16/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,17/04/2020,17/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,18/04/2020,18/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,19/04/2020,19/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,20/04/2020,20/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,21/04/2020,21/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,22/04/2020,22/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,23/04/2020,23/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,24/04/2020,24/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,25/04/2020,25/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,26/04/2020,26/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,1,27/04/2020,27/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,28/04/2020,28/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,29/04/2020,29/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,30/04/2020,30/04/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,01/05/2020,01/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
China,CHN1,0,999,Wuhan,both,0,02/05/2020,02/05/2020,exact date available - extract from time series,no,0,0,1,1,https://www.statista.com/statistics/1092918/china-wuhan-coronavirus-2019ncov-confirmed-and-deceased-number/,
