country	study_id	age_low	age_high	region	gender	population	date	age_breakdown	gender_breakdown	for_regional_analysis	reference
Spain	ESP1	72	73	Cataluna	male	31509	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	73	74	Cataluna	male	30752	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	74	75	Cataluna	male	29987	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	75	76	Cataluna	male	28037	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	76	77	Cataluna	male	25230	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	77	78	Cataluna	male	21963	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	78	79	Cataluna	male	23252	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	79	80	Cataluna	male	19696	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	80	81	Cataluna	male	14923	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	81	82	Cataluna	male	17342	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	82	83	Cataluna	male	18400	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	83	84	Cataluna	male	17315	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	84	85	Cataluna	male	15754	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	85	86	Cataluna	male	14474	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	86	87	Cataluna	male	13111	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	87	88	Cataluna	male	11391	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	88	89	Cataluna	male	9718	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	89	90	Cataluna	male	8108	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	90	91	Cataluna	male	6551	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	91	92	Cataluna	male	5195	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	92	93	Cataluna	male	4033	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	93	94	Cataluna	male	3092	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	94	95	Cataluna	male	2290	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	95	96	Cataluna	male	1625	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	96	97	Cataluna	male	1161	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	97	98	Cataluna	male	794	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	98	99	Cataluna	male	500	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	99	100	Cataluna	male	302	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	100	999	Cataluna	male	274	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	0	1	C Valenciana	male	19038	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	1	2	C Valenciana	male	20826	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	2	3	C Valenciana	male	22355	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	3	4	C Valenciana	male	23423	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	4	5	C Valenciana	male	24141	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	5	6	C Valenciana	male	24373	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	6	7	C Valenciana	male	24909	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	7	8	C Valenciana	male	25891	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	8	9	C Valenciana	male	26615	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	9	10	C Valenciana	male	27259	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	10	11	C Valenciana	male	28597	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	11	12	C Valenciana	male	29120	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	12	13	C Valenciana	male	28379	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	13	14	C Valenciana	male	27831	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	14	15	C Valenciana	male	27434	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	15	16	C Valenciana	male	27095	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	16	17	C Valenciana	male	26344	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	17	18	C Valenciana	male	25835	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	18	19	C Valenciana	male	25904	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	19	20	C Valenciana	male	25606	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	20	21	C Valenciana	male	25125	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	21	22	C Valenciana	male	25105	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	22	23	C Valenciana	male	25107	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	23	24	C Valenciana	male	24990	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	24	25	C Valenciana	male	25000	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	25	26	C Valenciana	male	25500	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	26	27	C Valenciana	male	26251	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	27	28	C Valenciana	male	26601	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	28	29	C Valenciana	male	26808	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	29	30	C Valenciana	male	26926	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	30	31	C Valenciana	male	27247	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	31	32	C Valenciana	male	27686	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	32	33	C Valenciana	male	28125	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	33	34	C Valenciana	male	28974	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	34	35	C Valenciana	male	30243	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	35	36	C Valenciana	male	31454	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	36	37	C Valenciana	male	33191	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	37	38	C Valenciana	male	35598	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	38	39	C Valenciana	male	37696	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	39	40	C Valenciana	male	39568	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	40	41	C Valenciana	male	41785	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	41	42	C Valenciana	male	43619	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	42	43	C Valenciana	male	44245	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	43	44	C Valenciana	male	44074	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	44	45	C Valenciana	male	43580	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	45	46	C Valenciana	male	42868	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	46	47	C Valenciana	male	42220	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	47	48	C Valenciana	male	41923	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	48	49	C Valenciana	male	41342	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	49	50	C Valenciana	male	40661	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	50	51	C Valenciana	male	39961	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	51	52	C Valenciana	male	39654	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	52	53	C Valenciana	male	39240	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	53	54	C Valenciana	male	38296	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	54	55	C Valenciana	male	38032	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	55	56	C Valenciana	male	37255	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	56	57	C Valenciana	male	35383	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	57	58	C Valenciana	male	34040	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	58	59	C Valenciana	male	33715	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	59	60	C Valenciana	male	33362	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	60	61	C Valenciana	male	32326	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	61	62	C Valenciana	male	31195	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	62	63	C Valenciana	male	29400	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	63	64	C Valenciana	male	28007	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	64	65	C Valenciana	male	26937	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	65	66	C Valenciana	male	25977	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	66	67	C Valenciana	male	26303	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	67	68	C Valenciana	male	25684	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	68	69	C Valenciana	male	24275	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	69	70	C Valenciana	male	23825	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	70	71	C Valenciana	male	24537	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	71	72	C Valenciana	male	24070	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	72	73	C Valenciana	male	22176	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	73	74	C Valenciana	male	21217	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	74	75	C Valenciana	male	20588	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	75	76	C Valenciana	male	19672	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	76	77	C Valenciana	male	17756	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	77	78	C Valenciana	male	15592	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	78	79	C Valenciana	male	16757	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	79	80	C Valenciana	male	14632	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	80	81	C Valenciana	male	11494	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	81	82	C Valenciana	male	12541	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	82	83	C Valenciana	male	12128	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	83	84	C Valenciana	male	11153	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	84	85	C Valenciana	male	10230	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	85	86	C Valenciana	male	9314	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	86	87	C Valenciana	male	8186	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	87	88	C Valenciana	male	6954	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	88	89	C Valenciana	male	5918	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	89	90	C Valenciana	male	4893	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	90	91	C Valenciana	male	3907	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	91	92	C Valenciana	male	3001	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	92	93	C Valenciana	male	2373	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	93	94	C Valenciana	male	1841	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	94	95	C Valenciana	male	1321	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	95	96	C Valenciana	male	960	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	96	97	C Valenciana	male	635	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	97	98	C Valenciana	male	420	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	98	99	C Valenciana	male	285	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	99	100	C Valenciana	male	213	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	100	999	C Valenciana	male	201	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	0	1	Extremadura	male	3874	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	1	2	Extremadura	male	4210	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	2	3	Extremadura	male	4494	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	3	4	Extremadura	male	4593	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	4	5	Extremadura	male	4627	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	5	6	Extremadura	male	4603	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	6	7	Extremadura	male	4690	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	7	8	Extremadura	male	5054	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	8	9	Extremadura	male	5245	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	9	10	Extremadura	male	5333	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	10	11	Extremadura	male	5582	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	11	12	Extremadura	male	5627	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	12	13	Extremadura	male	5474	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	13	14	Extremadura	male	5383	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	14	15	Extremadura	male	5332	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	15	16	Extremadura	male	5376	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	16	17	Extremadura	male	5431	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	17	18	Extremadura	male	5478	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	18	19	Extremadura	male	5614	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	19	20	Extremadura	male	5638	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	20	21	Extremadura	male	5590	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	21	22	Extremadura	male	5602	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	22	23	Extremadura	male	5545	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	23	24	Extremadura	male	5616	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	24	25	Extremadura	male	5809	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	25	26	Extremadura	male	5911	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	26	27	Extremadura	male	6054	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	27	28	Extremadura	male	6145	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	28	29	Extremadura	male	6189	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	29	30	Extremadura	male	6309	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	30	31	Extremadura	male	6442	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	31	32	Extremadura	male	6551	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	32	33	Extremadura	male	6564	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	33	34	Extremadura	male	6527	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	34	35	Extremadura	male	6584	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	35	36	Extremadura	male	6811	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	36	37	Extremadura	male	7125	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	37	38	Extremadura	male	7318	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	38	39	Extremadura	male	7377	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	39	40	Extremadura	male	7553	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	40	41	Extremadura	male	7767	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	41	42	Extremadura	male	7787	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	42	43	Extremadura	male	7956	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	43	44	Extremadura	male	8132	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	44	45	Extremadura	male	8077	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	45	46	Extremadura	male	8193	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	46	47	Extremadura	male	8295	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	47	48	Extremadura	male	8214	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	48	49	Extremadura	male	8167	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	49	50	Extremadura	male	8233	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	50	51	Extremadura	male	8432	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	51	52	Extremadura	male	8485	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	52	53	Extremadura	male	8464	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	53	54	Extremadura	male	8572	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	54	55	Extremadura	male	8814	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	55	56	Extremadura	male	8863	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	56	57	Extremadura	male	8626	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	57	58	Extremadura	male	8371	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	58	59	Extremadura	male	8351	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	59	60	Extremadura	male	8177	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	60	61	Extremadura	male	7869	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	61	62	Extremadura	male	7527	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	62	63	Extremadura	male	6898	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	63	64	Extremadura	male	6377	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	64	65	Extremadura	male	6005	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	65	66	Extremadura	male	5938	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	66	67	Extremadura	male	5934	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	67	68	Extremadura	male	5646	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	68	69	Extremadura	male	5160	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	69	70	Extremadura	male	4946	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	70	71	Extremadura	male	5120	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	71	72	Extremadura	male	4943	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	72	73	Extremadura	male	4432	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	73	74	Extremadura	male	4377	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	74	75	Extremadura	male	4547	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	75	76	Extremadura	male	4466	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	76	77	Extremadura	male	3918	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	77	78	Extremadura	male	3131	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	78	79	Extremadura	male	3296	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	79	80	Extremadura	male	3165	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	80	81	Extremadura	male	2566	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	81	82	Extremadura	male	2707	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	82	83	Extremadura	male	3039	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	83	84	Extremadura	male	3101	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	84	85	Extremadura	male	2771	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	85	86	Extremadura	male	2514	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	86	87	Extremadura	male	2378	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	87	88	Extremadura	male	2107	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	88	89	Extremadura	male	1668	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	89	90	Extremadura	male	1317	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	90	91	Extremadura	male	1122	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	91	92	Extremadura	male	908	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	92	93	Extremadura	male	681	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	93	94	Extremadura	male	507	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	94	95	Extremadura	male	366	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	95	96	Extremadura	male	272	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	96	97	Extremadura	male	194	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	97	98	Extremadura	male	134	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	98	99	Extremadura	male	81	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	99	100	Extremadura	male	43	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	100	999	Extremadura	male	65	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	0	1	Galicia	male	8347	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	1	2	Galicia	male	9174	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	2	3	Galicia	male	9899	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	3	4	Galicia	male	10258	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	4	5	Galicia	male	10535	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	5	6	Galicia	male	10532	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	6	7	Galicia	male	10852	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	7	8	Galicia	male	11416	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	8	9	Galicia	male	11722	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	9	10	Galicia	male	12005	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	10	11	Galicia	male	12328	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	11	12	Galicia	male	12205	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	12	13	Galicia	male	11860	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	13	14	Galicia	male	11803	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	14	15	Galicia	male	11719	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	15	16	Galicia	male	11623	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	16	17	Galicia	male	11302	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	17	18	Galicia	male	11168	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	18	19	Galicia	male	11419	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	19	20	Galicia	male	11350	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	20	21	Galicia	male	11122	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	21	22	Galicia	male	11110	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	22	23	Galicia	male	11040	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	23	24	Galicia	male	11109	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	24	25	Galicia	male	11368	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	25	26	Galicia	male	11944	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	26	27	Galicia	male	12469	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	27	28	Galicia	male	12567	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	28	29	Galicia	male	12695	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	29	30	Galicia	male	12950	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	30	31	Galicia	male	13338	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	31	32	Galicia	male	13778	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	32	33	Galicia	male	14094	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	33	34	Galicia	male	14639	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	34	35	Galicia	male	15551	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	35	36	Galicia	male	16449	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	36	37	Galicia	male	17461	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	37	38	Galicia	male	18738	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	38	39	Galicia	male	19904	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	39	40	Galicia	male	20717	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	40	41	Galicia	male	21649	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	41	42	Galicia	male	22585	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	42	43	Galicia	male	22956	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	43	44	Galicia	male	22825	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	44	45	Galicia	male	22650	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	45	46	Galicia	male	22133	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	46	47	Galicia	male	21795	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	47	48	Galicia	male	21575	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	48	49	Galicia	male	21063	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	49	50	Galicia	male	20919	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	50	51	Galicia	male	20992	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	51	52	Galicia	male	20958	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	52	53	Galicia	male	20520	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	53	54	Galicia	male	19967	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	54	55	Galicia	male	19726	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	55	56	Galicia	male	19350	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	56	57	Galicia	male	19003	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	57	58	Galicia	male	18992	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	58	59	Galicia	male	19223	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	59	60	Galicia	male	19099	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	60	61	Galicia	male	18452	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	61	62	Galicia	male	17998	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	62	63	Galicia	male	17522	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	63	64	Galicia	male	16966	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	64	65	Galicia	male	16499	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	65	66	Galicia	male	16199	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	66	67	Galicia	male	16124	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	67	68	Galicia	male	15403	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	68	69	Galicia	male	14925	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	69	70	Galicia	male	15426	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	70	71	Galicia	male	15755	Jul-19	1	1	1	https://www.ine.es/
Spain	ESP1	71	72	Galicia	male	14859	Jul-19	1	1	1	https://www.ine.es/
