Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-02-26,ITA,Italy,Veneto,45.664735,11.84235,71,2,0,69,24,8,True,True,ITH3
2020-02-27,ITA,Italy,Abruzzo,42.228034,13.855137,1,0,0,1,1,0,True,True,ITF1
2020-02-27,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-02-27,ITA,Italy,Campania,41.059945,14.785097,3,0,0,3,2,0,True,True,ITF3
2020-02-27,ITA,Italy,Emilia-Romagna,44.536563,11.019909,97,1,0,96,42,6,True,True,ITH5
2020-02-27,ITA,Italy,Lazio,41.981132,12.767224,3,0,3,0,0,0,True,True,ITI4
2020-02-27,ITA,Italy,Liguria,44.144781,8.140492,19,0,0,19,9,0,True,True,ITC3
2020-02-27,ITA,Italy,Lombardia,45.622479,9.770824,403,14,40,349,213,41,True,True,ITC4
2020-02-27,ITA,Italy,Marche,43.366624,13.106678,3,0,0,3,3,1,True,True,ITI3
2020-02-27,ITA,Italy,Piemonte,45.060965,7.926836,2,0,0,2,2,0,True,True,ITC1
2020-02-27,ITA,Italy,Puglia,40.984631,16.620464,1,0,0,1,1,0,True,True,ITF4
2020-02-27,ITA,Italy,Sicilia,37.587635,14.155497,4,0,2,2,1,0,True,True,ITG1
2020-02-27,ITA,Italy,Toscana,43.459993,11.136697,2,0,0,2,2,0,True,True,ITI1
2020-02-27,ITA,Italy,Veneto,45.664735,11.84235,111,2,0,109,27,8,True,True,ITH3
2020-02-27,GBR,United Kingdom,England,NA,NA,5,NA,NA,5,NA,NA,False,True,UK
2020-02-27,GBR,United Kingdom,London,51.497136,-0.100571,1,NA,NA,1,NA,NA,False,True,UKI
2020-02-27,GBR,United Kingdom,Midlands,52.718351,-1.45667,1,NA,NA,1,NA,NA,False,True,UKF
2020-02-27,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,2,NA,NA,2,NA,NA,False,True,UKC
2020-02-27,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,1,NA,NA,1,NA,NA,False,True,UKN
2020-02-27,GBR,United Kingdom,South East,51.291417,-0.521902,5,NA,NA,5,NA,NA,False,True,UKJ
2020-02-28,ITA,Italy,Abruzzo,42.228034,13.855137,1,0,0,1,1,0,True,True,ITF1
2020-02-28,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-02-28,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True,ITF6
2020-02-28,ITA,Italy,Campania,41.059945,14.785097,4,0,0,4,2,0,True,True,ITF3
2020-02-28,ITA,Italy,Emilia-Romagna,44.536563,11.019909,145,2,0,143,62,6,True,True,ITH5
2020-02-28,ITA,Italy,Lazio,41.981132,12.767224,3,0,3,0,0,0,True,True,ITI4
2020-02-28,ITA,Italy,Liguria,44.144781,8.140492,19,0,0,19,9,0,True,True,ITC3
2020-02-28,ITA,Italy,Lombardia,45.622479,9.770824,531,17,40,474,282,47,True,True,ITC4
2020-02-28,ITA,Italy,Marche,43.366624,13.106678,6,0,0,6,5,2,True,True,ITI3
2020-02-28,ITA,Italy,Piemonte,45.060965,7.926836,11,0,0,11,7,0,True,True,ITC1
2020-02-28,ITA,Italy,Puglia,40.984631,16.620464,3,0,0,3,1,0,True,True,ITF4
2020-02-28,ITA,Italy,Sicilia,37.587635,14.155497,4,0,2,2,1,0,True,True,ITG1
2020-02-28,ITA,Italy,Toscana,43.459993,11.136697,8,0,1,7,5,0,True,True,ITI1
2020-02-28,ITA,Italy,Veneto,45.664735,11.84235,151,2,0,149,33,9,True,True,ITH3
2020-02-28,GBR,United Kingdom,England,NA,NA,6,NA,NA,6,NA,NA,False,True,UK
2020-02-28,GBR,United Kingdom,London,51.497136,-0.100571,3,NA,NA,3,NA,NA,False,True,UKI
2020-02-28,GBR,United Kingdom,Midlands,52.718351,-1.45667,1,NA,NA,1,NA,NA,False,True,UKF
2020-02-28,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,2,NA,NA,2,NA,NA,False,True,UKC
2020-02-28,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,1,NA,NA,1,NA,NA,False,True,UKN
2020-02-28,GBR,United Kingdom,South East,51.291417,-0.521902,6,NA,NA,6,NA,NA,False,True,UKJ
2020-02-28,GBR,United Kingdom,Wales,52.302413,-3.738347,1,NA,NA,1,NA,NA,False,True,UKL
2020-02-29,ITA,Italy,Abruzzo,42.228034,13.855137,2,0,0,2,2,0,True,True,ITF1
2020-02-29,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-02-29,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True,ITF6
2020-02-29,ITA,Italy,Campania,41.059945,14.785097,13,0,0,13,3,0,True,True,ITF3
2020-02-29,ITA,Italy,Emilia-Romagna,44.536563,11.019909,217,4,0,213,97,11,True,True,ITH5
2020-02-29,ITA,Italy,Lazio,41.981132,12.767224,6,0,3,3,3,0,True,True,ITI4
2020-02-29,ITA,Italy,Liguria,44.144781,8.140492,42,0,4,38,5,1,True,True,ITC3
2020-02-29,ITA,Italy,Lombardia,45.622479,9.770824,615,23,40,552,336,80,True,True,ITC4
2020-02-29,ITA,Italy,Marche,43.366624,13.106678,11,0,0,11,8,2,True,True,ITI3
2020-02-29,ITA,Italy,Piemonte,45.060965,7.926836,11,0,0,11,7,0,True,True,ITC1
2020-02-29,ITA,Italy,Puglia,40.984631,16.620464,3,0,0,3,1,0,True,True,ITF4
2020-02-29,ITA,Italy,Sicilia,37.587635,14.155497,4,0,2,2,1,0,True,True,ITG1
2020-02-29,ITA,Italy,Toscana,43.459993,11.136697,11,0,1,10,7,0,True,True,ITI1
2020-02-29,ITA,Italy,Veneto,45.664735,11.84235,191,2,0,189,35,11,True,True,ITH3
2020-02-29,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,10,NA,NA,10,NA,NA,True,True,ES61
2020-02-29,ESP,Spain,Canarias,28.291062,-16.55631,6,NA,NA,6,NA,NA,True,True,ES70
2020-02-29,ESP,Spain,Cantabria,43.196326,-4.034401,1,NA,NA,1,NA,NA,True,True,ES13
2020-02-29,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,2,NA,NA,2,NA,NA,True,True,ES41
2020-02-29,ESP,Spain,CataluÃ±a,41.798,1.528534,6,NA,NA,6,NA,NA,True,True,ES51
2020-02-29,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,10,NA,NA,10,NA,NA,True,True,ES30
2020-02-29,ESP,Spain,Illes Balears,39.613452,2.956607,1,NA,NA,1,NA,NA,True,True,ES53
2020-02-29,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,3,NA,NA,3,NA,NA,True,True,ES21
2020-02-29,ESP,Spain,Principado de Asturias,43.292312,-5.992988,1,NA,NA,1,NA,NA,True,True,ES12
2020-02-29,GBR,United Kingdom,East of England,52.248898,0.548756,1,NA,NA,1,NA,NA,False,True,UKH
2020-02-29,GBR,United Kingdom,England,NA,NA,6,NA,NA,6,NA,NA,False,True,UK
2020-02-29,GBR,United Kingdom,London,51.497136,-0.100571,3,NA,NA,3,NA,NA,False,True,UKI
2020-02-29,GBR,United Kingdom,Midlands,52.718351,-1.45667,1,NA,NA,1,NA,NA,False,True,UKF
2020-02-29,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,3,NA,NA,3,NA,NA,False,True,UKC
2020-02-29,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,1,NA,NA,1,NA,NA,False,True,UKN
2020-02-29,GBR,United Kingdom,South East,51.291417,-0.521902,6,NA,NA,6,NA,NA,False,True,UKJ
2020-02-29,GBR,United Kingdom,South West,51.239761,-2.54375,1,NA,NA,1,NA,NA,False,True,UKK
2020-02-29,GBR,United Kingdom,Wales,52.302413,-3.738347,1,NA,NA,1,NA,NA,False,True,UKL
2020-03-01,ITA,Italy,Abruzzo,42.228034,13.855137,5,0,0,5,3,0,True,True,ITF1
2020-03-01,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-03-01,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True,ITF6
2020-03-01,ITA,Italy,Campania,41.059945,14.785097,17,0,0,17,4,0,True,True,ITF3
2020-03-01,ITA,Italy,Emilia-Romagna,44.536563,11.019909,285,8,0,277,140,13,True,True,ITH5
2020-03-01,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,6,0,0,6,0,0,True,True,ITH4
2020-03-01,ITA,Italy,Lazio,41.981132,12.767224,6,0,3,3,3,0,True,True,ITI4
2020-03-01,ITA,Italy,Liguria,44.144781,8.140492,25,0,4,21,13,1,True,True,ITC3
2020-03-01,ITA,Italy,Lombardia,45.622479,9.770824,984,24,73,887,512,106,True,True,ITC4
2020-03-01,ITA,Italy,Marche,43.366624,13.106678,25,0,0,25,17,5,True,True,ITI3
2020-03-01,ITA,Italy,Piemonte,45.060965,7.926836,49,0,0,49,13,2,True,True,ITC1
2020-03-01,ITA,Italy,Puglia,40.984631,16.620464,3,0,0,3,1,0,True,True,ITF4
2020-03-01,ITA,Italy,Sicilia,37.587635,14.155497,9,0,2,7,1,0,True,True,ITG1
2020-03-01,ITA,Italy,Toscana,43.459993,11.136697,13,0,1,12,7,0,True,True,ITI1
2020-03-01,ITA,Italy,Umbria,42.966781,12.49094,2,0,0,2,0,0,True,True,ITI2
2020-03-01,ITA,Italy,Veneto,45.664735,11.84235,263,2,0,261,64,13,True,True,ITH3
2020-03-01,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,12,NA,NA,12,NA,NA,True,True,ES61
2020-03-01,ESP,Spain,Canarias,28.291062,-16.55631,6,NA,NA,6,NA,NA,True,True,ES70
2020-03-01,ESP,Spain,Cantabria,43.196326,-4.034401,1,NA,NA,1,NA,NA,True,True,ES13
2020-03-01,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,3,NA,NA,3,NA,NA,True,True,ES41
2020-03-01,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,1,NA,NA,1,NA,NA,True,True,ES42
2020-03-01,ESP,Spain,CataluÃ±a,41.798,1.528534,12,NA,NA,12,NA,NA,True,True,ES51
2020-03-01,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,15,NA,NA,15,NA,NA,True,True,ES30
2020-03-01,ESP,Spain,Illes Balears,39.613452,2.956607,1,NA,NA,1,NA,NA,True,True,ES53
2020-03-01,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,9,NA,NA,9,NA,NA,True,True,ES21
2020-03-01,ESP,Spain,Principado de Asturias,43.292312,-5.992988,1,NA,NA,1,NA,NA,True,True,ES12
2020-03-01,GBR,United Kingdom,East of England,52.248898,0.548756,3,NA,NA,3,NA,NA,False,True,UKH
2020-03-01,GBR,United Kingdom,England,NA,NA,9,NA,NA,9,NA,NA,False,True,UK
2020-03-01,GBR,United Kingdom,London,51.497136,-0.100571,4,NA,NA,4,NA,NA,False,True,UKI
2020-03-01,GBR,United Kingdom,Midlands,52.718351,-1.45667,1,NA,NA,1,NA,NA,False,True,UKF
2020-03-01,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,4,NA,NA,4,NA,NA,False,True,UKC
2020-03-01,GBR,United Kingdom,North West,53.524488,-2.333125,1,NA,NA,1,NA,NA,False,True,UKD
2020-03-01,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,1,NA,NA,1,NA,NA,False,True,UKN
2020-03-01,GBR,United Kingdom,South East,51.291417,-0.521902,9,NA,NA,9,NA,NA,False,True,UKJ
2020-03-01,GBR,United Kingdom,South West,51.239761,-2.54375,2,NA,NA,2,NA,NA,False,True,UKK
2020-03-01,GBR,United Kingdom,Wales,52.302413,-3.738347,1,NA,NA,1,NA,NA,False,True,UKL
2020-03-02,ITA,Italy,Abruzzo,42.228034,13.855137,5,0,0,5,3,0,True,True,ITF1
2020-03-02,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-03-02,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True,ITF6
2020-03-02,ITA,Italy,Campania,41.059945,14.785097,17,0,0,17,4,0,True,True,ITF3
2020-03-02,ITA,Italy,Emilia-Romagna,44.536563,11.019909,335,11,0,324,164,16,True,True,ITH5
2020-03-02,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,9,0,0,9,0,0,True,True,ITH4
2020-03-02,ITA,Italy,Lazio,41.981132,12.767224,7,0,3,4,3,0,True,True,ITI4
2020-03-02,ITA,Italy,Liguria,44.144781,8.140492,22,0,4,18,13,1,True,True,ITC3
2020-03-02,ITA,Italy,Lombardia,45.622479,9.770824,1254,38,139,1077,605,127,True,True,ITC4
2020-03-02,ITA,Italy,Marche,43.366624,13.106678,35,1,0,34,23,6,True,True,ITI3
2020-03-02,ITA,Italy,Piemonte,45.060965,7.926836,51,0,0,51,14,2,True,True,ITC1
2020-03-02,ITA,Italy,Puglia,40.984631,16.620464,4,0,0,4,2,0,True,True,ITF4
2020-03-02,ITA,Italy,Sicilia,37.587635,14.155497,7,0,2,5,2,0,True,True,ITG1
2020-03-02,ITA,Italy,Toscana,43.459993,11.136697,13,0,1,12,7,0,True,True,ITI1
2020-03-02,ITA,Italy,Umbria,42.966781,12.49094,2,0,0,2,0,0,True,True,ITI2
2020-03-02,ITA,Italy,Veneto,45.664735,11.84235,273,2,0,271,67,14,True,True,ITH3
2020-03-02,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,12,NA,NA,12,NA,NA,True,True,ES61
2020-03-02,ESP,Spain,Canarias,28.291062,-16.55631,7,NA,NA,7,NA,NA,True,True,ES70
2020-03-02,ESP,Spain,Cantabria,43.196326,-4.034401,10,NA,NA,10,NA,NA,True,True,ES13
2020-03-02,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,8,NA,NA,8,NA,NA,True,True,ES41
2020-03-02,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,3,NA,NA,3,NA,NA,True,True,ES42
2020-03-02,ESP,Spain,CataluÃ±a,41.798,1.528534,17,NA,NA,17,NA,NA,True,True,ES51
2020-03-02,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,32,NA,NA,32,NA,NA,True,True,ES30
2020-03-02,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,2,NA,NA,2,NA,NA,True,True,ES22
2020-03-02,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,15,NA,NA,15,NA,NA,True,True,ES52
2020-03-02,ESP,Spain,Extremadura,39.191409,-6.150692,6,NA,NA,6,NA,NA,True,True,ES43
2020-03-02,ESP,Spain,Illes Balears,39.613452,2.956607,1,NA,NA,1,NA,NA,True,True,ES53
2020-03-02,ESP,Spain,La Rioja,42.275075,-2.517177,1,NA,NA,1,NA,NA,True,True,ES23
2020-03-02,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,10,NA,NA,10,NA,NA,True,True,ES21
2020-03-02,ESP,Spain,Principado de Asturias,43.292312,-5.992988,1,NA,NA,1,NA,NA,True,True,ES12
2020-03-02,GBR,United Kingdom,East of England,52.248898,0.548756,3,NA,NA,3,NA,NA,False,True,UKH
2020-03-02,GBR,United Kingdom,England,NA,NA,10,NA,NA,10,NA,NA,False,True,UK
2020-03-02,GBR,United Kingdom,London,51.497136,-0.100571,4,NA,NA,4,NA,NA,False,True,UKI
2020-03-02,GBR,United Kingdom,Midlands,52.718351,-1.45667,1,NA,NA,1,NA,NA,False,True,UKF
2020-03-02,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,4,NA,NA,4,NA,NA,False,True,UKC
2020-03-02,GBR,United Kingdom,North West,53.524488,-2.333125,1,NA,NA,1,NA,NA,False,True,UKD
2020-03-02,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,1,NA,NA,1,NA,NA,False,True,UKN
2020-03-02,GBR,United Kingdom,Scotland,56.490671,-4.202646,1,NA,NA,1,NA,NA,False,True,UKM
2020-03-02,GBR,United Kingdom,South East,51.291417,-0.521902,10,NA,NA,10,NA,NA,False,True,UKJ
2020-03-02,GBR,United Kingdom,South West,51.239761,-2.54375,3,NA,NA,3,NA,NA,False,True,UKK
2020-03-02,GBR,United Kingdom,Wales,52.302413,-3.738347,1,NA,NA,1,NA,NA,False,True,UKL
2020-03-03,ITA,Italy,Abruzzo,42.228034,13.855137,6,0,0,6,5,0,True,True,ITF1
2020-03-03,ITA,Italy,Basilicata,40.500665,16.082246,1,0,0,1,0,0,True,True,ITF5
2020-03-03,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-03-03,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True,ITF6
2020-03-03,ITA,Italy,Campania,41.059945,14.785097,30,0,0,30,11,0,True,True,ITF3
2020-03-03,ITA,Italy,Emilia-Romagna,44.536563,11.019909,420,18,4,398,211,24,True,True,ITH5
2020-03-03,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,13,0,0,13,1,0,True,True,ITH4
2020-03-03,ITA,Italy,Lazio,41.981132,12.767224,14,0,3,11,10,0,True,True,ITI4
2020-03-03,ITA,Italy,Liguria,44.144781,8.140492,24,1,4,19,14,2,True,True,ITC3
2020-03-03,ITA,Italy,Lombardia,45.622479,9.770824,1520,55,139,1326,865,167,True,True,ITC4
2020-03-03,ITA,Italy,Marche,43.366624,13.106678,61,2,0,59,40,13,True,True,ITI3
2020-03-03,ITA,Italy,Molise,41.597834,14.548702,3,0,0,3,3,0,True,True,ITF2
2020-03-03,ITA,Italy,Piemonte,45.060965,7.926836,56,0,0,56,16,3,True,True,ITC1
2020-03-03,ITA,Italy,Puglia,40.984631,16.620464,6,0,0,6,2,0,True,True,ITF4
2020-03-03,ITA,Italy,Sardegna,40.090225,9.036223,1,0,0,1,1,0,True,True,ITG2
2020-03-03,ITA,Italy,Sicilia,37.587635,14.155497,7,0,2,5,2,0,True,True,ITG1
2020-03-03,ITA,Italy,Toscana,43.459993,11.136697,19,0,1,18,10,0,True,True,ITI1
2020-03-03,ITA,Italy,Trento,46.139153,10.830791,4,0,0,4,1,0,True,True,ITH2
2020-03-03,ITA,Italy,Umbria,42.966781,12.49094,8,0,0,8,2,1,True,True,ITI2
2020-03-03,ITA,Italy,Veneto,45.664735,11.84235,307,3,7,297,68,19,True,True,ITH3
2020-03-03,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,13,NA,NA,13,NA,NA,True,True,ES61
2020-03-03,ESP,Spain,Canarias,28.291062,-16.55631,7,NA,NA,7,NA,NA,True,True,ES70
2020-03-03,ESP,Spain,Cantabria,43.196326,-4.034401,10,NA,NA,10,NA,NA,True,True,ES13
2020-03-03,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,8,NA,NA,8,NA,NA,True,True,ES41
2020-03-03,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,7,NA,NA,7,NA,NA,True,True,ES42
2020-03-03,ESP,Spain,CataluÃ±a,41.798,1.528534,18,NA,NA,18,NA,NA,True,True,ES51
2020-03-03,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,46,NA,NA,46,NA,NA,True,True,ES30
2020-03-03,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,2,NA,NA,2,NA,NA,True,True,ES22
2020-03-03,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,19,1,NA,18,NA,NA,True,True,ES52
2020-03-03,ESP,Spain,Extremadura,39.191409,-6.150692,6,NA,NA,6,NA,NA,True,True,ES43
2020-03-03,ESP,Spain,Illes Balears,39.613452,2.956607,2,NA,NA,2,NA,NA,True,True,ES53
2020-03-03,ESP,Spain,La Rioja,42.275075,-2.517177,2,NA,NA,2,NA,NA,True,True,ES23
2020-03-03,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,13,NA,NA,13,NA,NA,True,True,ES21
2020-03-03,ESP,Spain,Principado de Asturias,43.292312,-5.992988,2,NA,NA,2,NA,NA,True,True,ES12
2020-03-03,GBR,United Kingdom,East of England,52.248898,0.548756,3,NA,NA,3,NA,NA,False,True,UKH
2020-03-03,GBR,United Kingdom,England,NA,NA,22,NA,NA,22,NA,NA,False,True,UK
2020-03-03,GBR,United Kingdom,London,51.497136,-0.100571,4,NA,NA,4,NA,NA,False,True,UKI
2020-03-03,GBR,United Kingdom,Midlands,52.718351,-1.45667,1,NA,NA,1,NA,NA,False,True,UKF
2020-03-03,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,4,NA,NA,4,NA,NA,False,True,UKC
2020-03-03,GBR,United Kingdom,North West,53.524488,-2.333125,1,NA,NA,1,NA,NA,False,True,UKD
2020-03-03,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,1,NA,NA,1,NA,NA,False,True,UKN
2020-03-03,GBR,United Kingdom,Scotland,56.490671,-4.202646,1,NA,NA,1,NA,NA,False,True,UKM
2020-03-03,GBR,United Kingdom,South East,51.291417,-0.521902,10,NA,NA,10,NA,NA,False,True,UKJ
2020-03-03,GBR,United Kingdom,South West,51.239761,-2.54375,3,NA,NA,3,NA,NA,False,True,UKK
2020-03-03,GBR,United Kingdom,Wales,52.302413,-3.738347,1,NA,NA,1,NA,NA,False,True,UKL
2020-03-04,ITA,Italy,Abruzzo,42.228034,13.855137,7,0,0,7,7,0,True,True,ITF1
2020-03-04,ITA,Italy,Basilicata,40.500665,16.082246,1,0,0,1,0,0,True,True,ITF5
2020-03-04,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True,ITH1
2020-03-04,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True,ITF6
2020-03-04,ITA,Italy,Campania,41.059945,14.785097,31,0,0,31,11,0,True,True,ITF3
2020-03-04,ITA,Italy,Emilia-Romagna,44.536563,11.019909,544,22,6,516,282,26,True,True,ITH5
2020-03-04,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,18,0,0,18,3,0,True,True,ITH4
2020-03-04,ITA,Italy,Lazio,41.981132,12.767224,30,0,3,27,18,3,True,True,ITI4
