Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-04-22,ITA,Italy,Lazio,41.981132,12.767224,5975,370,1142,4463,1571,187,True,True,ITI4
2020-04-22,ITA,Italy,Liguria,44.144781,8.140492,6918,1022,2420,3476,952,92,True,True,ITC3
2020-04-22,ITA,Italy,Lombardia,45.622479,9.770824,69092,12740,22110,34242,10509,817,True,True,ITC4
2020-04-22,ITA,Italy,Marche,43.366624,13.106678,5924,845,1849,3230,811,76,True,True,ITI3
2020-04-22,ITA,Italy,Molise,41.597834,14.548702,284,19,60,205,23,2,True,True,ITF2
2020-04-22,ITA,Italy,Piemonte,45.060965,7.926836,22739,2559,5058,15122,3486,273,True,True,ITC1
2020-04-22,ITA,Italy,Puglia,40.984631,16.620464,3730,362,494,2874,624,60,True,True,ITF4
2020-04-22,ITA,Italy,Sardegna,40.090225,9.036223,1247,96,318,833,117,20,True,True,ITG2
2020-04-22,ITA,Italy,Sicilia,37.587635,14.155497,2883,208,388,2287,535,35,True,True,ITG1
2020-04-22,ITA,Italy,Toscana,43.459993,11.136697,8700,705,1828,6167,994,174,True,True,ITI1
2020-04-22,ITA,Italy,Trento,46.139153,10.830791,3646,381,1391,1874,279,34,True,True,ITH2
2020-04-22,ITA,Italy,Umbria,42.966781,12.49094,1357,61,925,371,117,20,True,True,ITI2
2020-04-22,ITA,Italy,Valle d'Aosta,45.732414,7.393651,1095,127,467,501,100,8,True,True,ITC2
2020-04-22,ITA,Italy,Veneto,45.664735,11.84235,16738,1181,5566,9991,1368,163,True,True,ITH3
2020-04-22,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,11225,1050,3569,6606,5565,696,True,True,ES61
2020-04-22,ESP,Spain,AragÃ³n,41.519884,-0.66030199999999994,4761,656,1530,2575,2304,252,True,True,ES24
2020-04-22,ESP,Spain,Canarias,28.291062,-16.55631,2094,121,927,1046,841,164,True,True,ES70
2020-04-22,ESP,Spain,Cantabria,43.196326,-4.034401,2012,167,718,1127,956,78,True,True,ES13
2020-04-22,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,15141,1554,5614,7973,7264,505,True,True,ES41
2020-04-22,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,15053,2140,4337,8576,8243,537,True,True,ES42
2020-04-22,ESP,Spain,CataluÃ±a,41.798,1.528534,43802,4247,15089,24466,23295,2460,True,True,ES51
2020-04-22,ESP,Spain,Ciudad AutÃ³noma de Ceuta,35.895759,-5.358194,100,4,76,20,9,4,True,True,ES63
2020-04-22,ESP,Spain,Ciudad AutÃ³noma de Melilla,35.298249,-2.948653,105,2,50,53,44,3,True,True,ES64
2020-04-22,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,59711,7577,33032,19102,7464,1024,True,True,ES30
2020-04-22,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,4531,401,1316,2814,1894,128,True,True,ES22
2020-04-22,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,9825,1106,5011,3708,4896,649,True,True,ES52
2020-04-22,ESP,Spain,Extremadura,39.191409,-6.150692,2692,404,1051,1237,1349,107,True,True,ES43
2020-04-22,ESP,Spain,Galicia,42.757079,-7.910384,8634,368,1625,6641,2674,96,True,True,ES11
2020-04-22,ESP,Spain,Illes Balears,39.613452,2.956607,1788,164,1017,607,1004,165,True,True,ES53
2020-04-22,ESP,Spain,La Rioja,42.275075,-2.517177,3704,298,1899,1507,1318,81,True,True,ES23
2020-04-22,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,11974,1124,7651,3199,6201,513,True,True,ES21
2020-04-22,ESP,Spain,Principado de Asturias,43.292312,-5.992988,2238,211,642,1385,1665,128,True,True,ES12
2020-04-22,ESP,Spain,RegiÃ³n de Murcia,38.002069,-1.485219,1455,123,761,571,622,104,True,True,ES62
2020-04-22,GBR,United Kingdom,Ayrshire and Arran,55.426356,-4.533604,640,0,0,640,0,0,False,True,UKM93
2020-04-22,GBR,United Kingdom,Borders,55.572787,-2.786355,243,0,0,243,0,0,False,True,UKM91
2020-04-22,GBR,United Kingdom,Dumfries and Galloway,55.076034,-3.953164,235,0,0,235,0,0,False,True,UKM92
2020-04-22,GBR,United Kingdom,East of England,52.248898,0.548756,8218,0,0,8218,0,0,False,True,UKH
2020-04-22,GBR,United Kingdom,Eileanan Siar (Western Isles),57.759892,-7.019403,6,0,0,6,0,0,False,True,UKM64
2020-04-22,GBR,United Kingdom,England,NA,NA,4206,16271,0,-12065,0,0,False,True,UK
2020-04-22,GBR,United Kingdom,Fife,56.228968,-3.118568,593,0,0,593,0,0,False,True,UKM72
2020-04-22,GBR,United Kingdom,Forth Valley,56.211063,-4.237248,569,0,0,569,0,0,False,True,UKM76
2020-04-22,GBR,United Kingdom,Grampian,57.299016,-2.780773,550,0,0,550,0,0,False,True,UKM50
2020-04-22,GBR,United Kingdom,Greater Glasgow and Clyde,55.88154,-4.438215,2174,0,0,2174,0,0,False,True,UKM82
2020-04-22,GBR,United Kingdom,Highland,57.363501,-4.733034,211,0,0,211,0,0,False,True,UKM6
2020-04-22,GBR,United Kingdom,Lanarkshire,55.666656,-3.832477,1118,0,0,1118,0,0,False,True,UKD4
2020-04-22,GBR,United Kingdom,London,51.497136,-0.100571,22352,0,0,22352,0,0,False,True,UKI
2020-04-22,GBR,United Kingdom,Lothian,55.946009,-2.728265,1515,0,0,1515,0,0,False,True,UKM75
2020-04-22,GBR,United Kingdom,Midlands,52.718351,-1.45667,16093,0,0,16093,0,0,False,True,UKF
2020-04-22,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,13777,0,0,13777,0,0,False,True,UKC
2020-04-22,GBR,United Kingdom,North West,53.524488,-2.333125,15209,0,0,15209,0,0,False,True,UKD
2020-04-22,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,2874,220,0,2654,0,0,False,True,UKN
2020-04-22,GBR,United Kingdom,NOT SPECIFIED,NA,NA,14322,0,0,14322,0,0,False,True,
2020-04-22,GBR,United Kingdom,Orkney,58.98094,-2.960521,6,0,0,6,0,0,False,True,UKM65
2020-04-22,GBR,United Kingdom,Scotland,56.490671,-4.202646,0,985,0,-985,0,0,False,True,UKM
2020-04-22,GBR,United Kingdom,Shetland,60.29623,-1.346738,54,0,0,54,0,0,False,True,UKM66
2020-04-22,GBR,United Kingdom,South East,51.291417,-0.521902,14053,0,0,14053,0,0,False,True,UKJ
2020-04-22,GBR,United Kingdom,South West,51.239761,-2.54375,5229,0,0,5229,0,0,False,True,UKK
2020-04-22,GBR,United Kingdom,Tayside,56.610323,-3.555213,1124,0,0,1124,0,0,False,True,UKM71
2020-04-22,GBR,United Kingdom,Wales,52.302413,-3.738347,8124,624,0,7500,0,0,False,True,UKL
2020-04-23,ITA,Italy,Abruzzo,42.228034,13.855137,2785,280,405,2100,353,31,True,True,ITF1
2020-04-23,ITA,Italy,Basilicata,40.500665,16.082246,356,24,103,229,68,7,True,True,ITF5
2020-04-23,ITA,Italy,Bolzano,46.697344,11.417082,2435,261,680,1494,158,17,True,True,ITH1
2020-04-23,ITA,Italy,Calabria,39.225585,16.418474,1069,76,170,823,136,7,True,True,ITF6
2020-04-23,ITA,Italy,Campania,41.059945,14.785097,4238,332,928,2978,586,47,True,True,ITF3
2020-04-23,ITA,Italy,Emilia-Romagna,44.536563,11.019909,23723,3269,7609,12845,3155,266,True,True,ITH5
2020-04-23,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,2858,256,1467,1135,156,18,True,True,ITH4
2020-04-23,ITA,Italy,Lazio,41.981132,12.767224,6054,375,1193,4486,1571,186,True,True,ITI4
2020-04-23,ITA,Italy,Liguria,44.144781,8.140492,7049,1047,2536,3466,874,91,True,True,ITC3
2020-04-23,ITA,Italy,Lombardia,45.622479,9.770824,70165,12940,23352,33873,9982,790,True,True,ITC4
2020-04-23,ITA,Italy,Marche,43.366624,13.106678,5952,857,1865,3230,798,71,True,True,ITI3
2020-04-23,ITA,Italy,Molise,41.597834,14.548702,284,20,66,198,20,1,True,True,ITF2
2020-04-23,ITA,Italy,Piemonte,45.060965,7.926836,23140,2630,5358,15152,3300,261,True,True,ITC1
2020-04-23,ITA,Italy,Puglia,40.984631,16.620464,3839,372,531,2936,591,55,True,True,ITF4
2020-04-23,ITA,Italy,Sardegna,40.090225,9.036223,1254,98,339,817,110,20,True,True,ITG2
2020-04-23,ITA,Italy,Sicilia,37.587635,14.155497,2926,213,412,2301,510,34,True,True,ITG1
2020-04-23,ITA,Italy,Toscana,43.459993,11.136697,8780,723,1886,6171,959,168,True,True,ITI1
2020-04-23,ITA,Italy,Trento,46.139153,10.830791,3727,382,1474,1871,263,29,True,True,ITH2
2020-04-23,ITA,Italy,Umbria,42.966781,12.49094,1362,61,946,355,119,19,True,True,ITI2
2020-04-23,ITA,Italy,Valle d'Aosta,45.732414,7.393651,1096,127,506,463,100,9,True,True,ITC2
2020-04-23,ITA,Italy,Veneto,45.664735,11.84235,16881,1206,5750,9925,1329,140,True,True,ITH3
2020-04-23,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,11358,1079,3847,6432,5616,702,True,True,ES61
2020-04-23,ESP,Spain,AragÃ³n,41.519884,-0.66030199999999994,4833,681,1680,2472,2340,253,True,True,ES24
2020-04-23,ESP,Spain,Canarias,28.291062,-16.55631,2113,121,969,1023,855,169,True,True,ES70
2020-04-23,ESP,Spain,Cantabria,43.196326,-4.034401,2023,173,850,1000,965,78,True,True,ES13
2020-04-23,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,15510,1582,5777,8151,7397,508,True,True,ES41
2020-04-23,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,15128,2188,4577,8363,8304,546,True,True,ES42
2020-04-23,ESP,Spain,CataluÃ±a,41.798,1.528534,44892,4343,15477,25072,23647,2478,True,True,ES51
2020-04-23,ESP,Spain,Ciudad AutÃ³noma de Ceuta,35.895759,-5.358194,100,4,76,20,9,4,True,True,ES63
2020-04-23,ESP,Spain,Ciudad AutÃ³noma de Melilla,35.298249,-2.948653,106,2,55,49,44,3,True,True,ES64
2020-04-23,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,60390,7684,33645,19061,7077,981,True,True,ES30
2020-04-23,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,4577,409,1445,2723,1907,129,True,True,ES22
2020-04-23,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,9869,1124,5388,3357,4917,650,True,True,ES52
2020-04-23,ESP,Spain,Extremadura,39.191409,-6.150692,2715,407,1237,1071,1375,107,True,True,ES43
2020-04-23,ESP,Spain,Galicia,42.757079,-7.910384,8805,375,1676,6754,2694,92,True,True,ES11
2020-04-23,ESP,Spain,Illes Balears,39.613452,2.956607,1807,168,1047,592,1021,165,True,True,ES53
2020-04-23,ESP,Spain,La Rioja,42.275075,-2.517177,3741,303,1937,1501,1331,82,True,True,ES23
2020-04-23,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,12094,1167,8136,2791,6260,516,True,True,ES21
2020-04-23,ESP,Spain,Principado de Asturias,43.292312,-5.992988,2243,223,665,1355,1705,130,True,True,ES12
2020-04-23,ESP,Spain,RegiÃ³n de Murcia,38.002069,-1.485219,1460,124,766,570,624,104,True,True,ES62
2020-04-23,GBR,United Kingdom,Ayrshire and Arran,55.426356,-4.533604,653,0,0,653,0,0,False,True,UKM93
2020-04-23,GBR,United Kingdom,Borders,55.572787,-2.786355,248,0,0,248,0,0,False,True,UKM91
2020-04-23,GBR,United Kingdom,Dumfries and Galloway,55.076034,-3.953164,235,0,0,235,0,0,False,True,UKM92
2020-04-23,GBR,United Kingdom,East of England,52.248898,0.548756,8654,0,0,8654,0,0,False,True,UKH
2020-04-23,GBR,United Kingdom,Eileanan Siar (Western Isles),57.759892,-7.019403,6,0,0,6,0,0,False,True,UKM64
2020-04-23,GBR,United Kingdom,England,NA,NA,4386,16785,0,-12399,0,0,False,True,UK
2020-04-23,GBR,United Kingdom,Fife,56.228968,-3.118568,619,0,0,619,0,0,False,True,UKM72
2020-04-23,GBR,United Kingdom,Forth Valley,56.211063,-4.237248,604,0,0,604,0,0,False,True,UKM76
2020-04-23,GBR,United Kingdom,Grampian,57.299016,-2.780773,602,0,0,602,0,0,False,True,UKM50
2020-04-23,GBR,United Kingdom,Greater Glasgow and Clyde,55.88154,-4.438215,2250,0,0,2250,0,0,False,True,UKM82
2020-04-23,GBR,United Kingdom,Highland,57.363501,-4.733034,214,0,0,214,0,0,False,True,UKM6
2020-04-23,GBR,United Kingdom,Lanarkshire,55.666656,-3.832477,1155,0,0,1155,0,0,False,True,UKD4
2020-04-23,GBR,United Kingdom,London,51.497136,-0.100571,22767,0,0,22767,0,0,False,True,UKI
2020-04-23,GBR,United Kingdom,Lothian,55.946009,-2.728265,1604,0,0,1604,0,0,False,True,UKM75
2020-04-23,GBR,United Kingdom,Midlands,52.718351,-1.45667,16663,0,0,16663,0,0,False,True,UKF
2020-04-23,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,14246,0,0,14246,0,0,False,True,UKC
2020-04-23,GBR,United Kingdom,North West,53.524488,-2.333125,15682,0,0,15682,0,0,False,True,UKD
2020-04-23,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,3016,250,0,2766,0,0,False,True,UKN
2020-04-23,GBR,United Kingdom,NOT SPECIFIED,NA,NA,15074,0,0,15074,0,0,False,True,
2020-04-23,GBR,United Kingdom,Orkney,58.98094,-2.960521,6,0,0,6,0,0,False,True,UKM65
2020-04-23,GBR,United Kingdom,Scotland,56.490671,-4.202646,0,1062,0,-1062,0,0,False,True,UKM
2020-04-23,GBR,United Kingdom,Shetland,60.29623,-1.346738,54,0,0,54,0,0,False,True,UKM66
2020-04-23,GBR,United Kingdom,South East,51.291417,-0.521902,14412,0,0,14412,0,0,False,True,UKJ
2020-04-23,GBR,United Kingdom,South West,51.239761,-2.54375,5411,0,0,5411,0,0,False,True,UKK
2020-04-23,GBR,United Kingdom,Tayside,56.610323,-3.555213,1159,0,0,1159,0,0,False,True,UKM71
2020-04-23,GBR,United Kingdom,Wales,52.302413,-3.738347,8358,641,0,7717,0,0,False,True,UKL
2020-04-24,ITA,Italy,Abruzzo,42.228034,13.855137,2803,286,438,2079,355,28,True,True,ITF1
2020-04-24,ITA,Italy,Basilicata,40.500665,16.082246,360,24,107,229,66,7,True,True,ITF5
2020-04-24,ITA,Italy,Bolzano,46.697344,11.417082,2456,263,1100,1093,164,16,True,True,ITH1
2020-04-24,ITA,Italy,Calabria,39.225585,16.418474,1079,80,178,821,130,7,True,True,ITF6
2020-04-24,ITA,Italy,Campania,41.059945,14.785097,4282,336,1003,2943,568,44,True,True,ITF3
2020-04-24,ITA,Italy,Emilia-Romagna,44.536563,11.019909,23970,3303,8158,12509,3071,264,True,True,ITH5
2020-04-24,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,2882,258,1304,1320,152,16,True,True,ITH4
2020-04-24,ITA,Italy,Lazio,41.981132,12.767224,6132,384,1256,4492,1580,184,True,True,ITI4
2020-04-24,ITA,Italy,Liguria,44.144781,8.140492,7173,1076,2660,3437,847,87,True,True,ITC3
2020-04-24,ITA,Italy,Lombardia,45.622479,9.770824,71256,13106,23782,34368,9547,756,True,True,ITC4
2020-04-24,ITA,Italy,Marche,43.366624,13.106678,6028,865,1890,3273,766,61,True,True,ITI3
2020-04-24,ITA,Italy,Molise,41.597834,14.548702,287,20,67,200,20,1,True,True,ITF2
2020-04-24,ITA,Italy,Piemonte,45.060965,7.926836,23822,2699,5732,15391,3175,257,True,True,ITC1
2020-04-24,ITA,Italy,Puglia,40.984631,16.620464,3881,383,565,2933,547,51,True,True,ITF4
2020-04-24,ITA,Italy,Sardegna,40.090225,9.036223,1257,102,351,804,114,19,True,True,ITG2
2020-04-24,ITA,Italy,Sicilia,37.587635,14.155497,2981,218,443,2320,493,32,True,True,ITG1
2020-04-24,ITA,Italy,Toscana,43.459993,11.136697,8877,742,2002,6133,897,159,True,True,ITI1
2020-04-24,ITA,Italy,Trento,46.139153,10.830791,3776,389,1560,1827,252,28,True,True,ITH2
2020-04-24,ITA,Italy,Umbria,42.966781,12.49094,1363,62,979,322,113,19,True,True,ITI2
2020-04-24,ITA,Italy,Valle d'Aosta,45.732414,7.393651,1100,129,617,354,95,7,True,True,ITC2
2020-04-24,ITA,Italy,Veneto,45.664735,11.84235,17229,1244,6306,9679,1289,130,True,True,ITH3
2020-04-24,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,11486,1107,3992,6387,5675,714,True,True,ES61
2020-04-24,ESP,Spain,AragÃ³n,41.519884,-0.66030199999999994,4867,695,1781,2391,2359,254,True,True,ES24
2020-04-24,ESP,Spain,Canarias,28.291062,-16.55631,2140,128,1017,995,868,169,True,True,ES70
2020-04-24,ESP,Spain,Cantabria,43.196326,-4.034401,2055,178,913,964,978,78,True,True,ES13
2020-04-24,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,15692,1612,5943,8137,7506,510,True,True,ES41
2020-04-24,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,15365,2255,4782,8328,8342,553,True,True,ES42
2020-04-24,ESP,Spain,CataluÃ±a,41.798,1.528534,45544,4393,16138,25013,24130,2569,True,True,ES51
2020-04-24,ESP,Spain,Ciudad AutÃ³noma de Ceuta,35.895759,-5.358194,100,4,84,12,10,4,True,True,ES63
2020-04-24,ESP,Spain,Ciudad AutÃ³noma de Melilla,35.298249,-2.948653,107,2,61,44,44,3,True,True,ES64
2020-04-24,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,60819,7765,34212,18842,6601,949,True,True,ES30
2020-04-24,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,4581,417,1552,2612,1915,129,True,True,ES22
2020-04-24,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,9939,1147,5809,2983,4945,651,True,True,ES52
2020-04-24,ESP,Spain,Extremadura,39.191409,-6.150692,2718,411,1358,949,1413,107,True,True,ES43
2020-04-24,ESP,Spain,Galicia,42.757079,-7.910384,8932,382,1730,6820,2707,87,True,True,ES11
2020-04-24,ESP,Spain,Illes Balears,39.613452,2.956607,1821,172,1081,568,1039,165,True,True,ES53
2020-04-24,ESP,Spain,La Rioja,42.275075,-2.517177,3790,307,1964,1519,1344,82,True,True,ES23
2020-04-24,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,12204,1193,8459,2552,6315,518,True,True,ES21
2020-04-24,ESP,Spain,Principado de Asturias,43.292312,-5.992988,2247,231,688,1328,1728,131,True,True,ES12
2020-04-24,ESP,Spain,RegiÃ³n de Murcia,38.002069,-1.485219,1468,125,791,552,625,105,True,True,ES62
2020-04-24,GBR,United Kingdom,Ayrshire and Arran,55.426356,-4.533604,678,0,0,678,0,0,False,True,UKM93
2020-04-24,GBR,United Kingdom,Borders,55.572787,-2.786355,253,0,0,253,0,0,False,True,UKM91
2020-04-24,GBR,United Kingdom,Dumfries and Galloway,55.076034,-3.953164,235,0,0,235,0,0,False,True,UKM92
2020-04-24,GBR,United Kingdom,East of England,52.248898,0.548756,8878,0,0,8878,0,0,False,True,UKH
2020-04-24,GBR,United Kingdom,Eileanan Siar (Western Isles),57.759892,-7.019403,6,0,0,6,0,0,False,True,UKM64
2020-04-24,GBR,United Kingdom,England,NA,NA,4545,17372,0,-12827,0,0,False,True,UK
2020-04-24,GBR,United Kingdom,Fife,56.228968,-3.118568,637,0,0,637,0,0,False,True,UKM72
2020-04-24,GBR,United Kingdom,Forth Valley,56.211063,-4.237248,606,0,0,606,0,0,False,True,UKM76
2020-04-24,GBR,United Kingdom,Grampian,57.299016,-2.780773,638,0,0,638,0,0,False,True,UKM50
2020-04-24,GBR,United Kingdom,Greater Glasgow and Clyde,55.88154,-4.438215,2311,0,0,2311,0,0,False,True,UKM82
2020-04-24,GBR,United Kingdom,Highland,57.363501,-4.733034,214,0,0,214,0,0,False,True,UKM6
2020-04-24,GBR,United Kingdom,Lanarkshire,55.666656,-3.832477,1176,0,0,1176,0,0,False,True,UKD4
2020-04-24,GBR,United Kingdom,London,51.497136,-0.100571,23063,0,0,23063,0,0,False,True,UKI
2020-04-24,GBR,United Kingdom,Lothian,55.946009,-2.728265,1684,0,0,1684,0,0,False,True,UKM75
2020-04-24,GBR,United Kingdom,Midlands,52.718351,-1.45667,17113,0,0,17113,0,0,False,True,UKF
2020-04-24,GBR,United Kingdom,North East and Yorkshire,54.022719,-1.268789,14872,0,0,14872,0,0,False,True,UKC
2020-04-24,GBR,United Kingdom,North West,53.524488,-2.333125,16252,0,0,16252,0,0,False,True,UKD
2020-04-24,GBR,United Kingdom,Northern Ireland,54.787715,-6.492314,3122,263,0,2859,0,0,False,True,UKN
2020-04-24,GBR,United Kingdom,NOT SPECIFIED,NA,NA,16819,0,0,16819,0,0,False,True,
2020-04-24,GBR,United Kingdom,Orkney,58.98094,-2.960521,6,0,0,6,0,0,False,True,UKM65
2020-04-24,GBR,United Kingdom,Scotland,56.490671,-4.202646,0,1120,0,-1120,0,0,False,True,UKM
2020-04-24,GBR,United Kingdom,Shetland,60.29623,-1.346738,54,0,0,54,0,0,False,True,UKM66
2020-04-24,GBR,United Kingdom,South East,51.291417,-0.521902,14974,0,0,14974,0,0,False,True,UKJ
2020-04-24,GBR,United Kingdom,South West,51.239761,-2.54375,5528,0,0,5528,0,0,False,True,UKK
2020-04-24,GBR,United Kingdom,Tayside,56.610323,-3.555213,1199,0,0,1199,0,0,False,True,UKM71
2020-04-24,GBR,United Kingdom,Wales,52.302413,-3.738347,8601,751,0,7850,0,0,False,True,UKL
2020-04-25,ITA,Italy,Abruzzo,42.228034,13.855137,2832,293,478,2061,349,26,True,True,ITF1
2020-04-25,ITA,Italy,Basilicata,40.500665,16.082246,361,25,118,218,65,7,True,True,ITF5
2020-04-25,ITA,Italy,Bolzano,46.697344,11.417082,2476,265,1176,1035,155,14,True,True,ITH1
2020-04-25,ITA,Italy,Calabria,39.225585,16.418474,1088,80,197,811,132,7,True,True,ITF6
2020-04-25,ITA,Italy,Campania,41.059945,14.785097,4299,341,1023,2935,598,55,True,True,ITF3
2020-04-25,ITA,Italy,Emilia-Romagna,44.536563,11.019909,24209,3347,8515,12347,2964,246,True,True,ITH5
2020-04-25,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,2903,263,1556,1084,137,15,True,True,ITH4
2020-04-25,ITA,Italy,Lazio,41.981132,12.767224,6224,387,1276,4561,1604,183,True,True,ITI4
2020-04-25,ITA,Italy,Liguria,44.144781,8.140492,7301,1093,2775,3433,842,83,True,True,ITC3
2020-04-25,ITA,Italy,Lombardia,45.622479,9.770824,71969,13269,24227,34473,9213,724,True,True,ITC4
2020-04-25,ITA,Italy,Marche,43.366624,13.106678,6058,874,1912,3272,747,58,True,True,ITI3
2020-04-25,ITA,Italy,Molise,41.597834,14.548702,292,21,73,198,20,1,True,True,ITF2
2020-04-25,ITA,Italy,Piemonte,45.060965,7.926836,24426,2767,6157,15502,3175,238,True,True,ITC1
2020-04-25,ITA,Italy,Puglia,40.984631,16.620464,3912,391,602,2919,517,48,True,True,ITF4
2020-04-25,ITA,Italy,Sardegna,40.090225,9.036223,1271,103,374,794,114,18,True,True,ITG2
2020-04-25,ITA,Italy,Sicilia,37.587635,14.155497,3020,224,524,2272,485,33,True,True,ITG1
2020-04-25,ITA,Italy,Toscana,43.459993,11.136697,9015,760,2109,6146,853,166,True,True,ITI1
2020-04-25,ITA,Italy,Trento,46.139153,10.830791,3838,400,1694,1744,229,27,True,True,ITH2
2020-04-25,ITA,Italy,Umbria,42.966781,12.49094,1366,63,1006,297,113,18,True,True,ITI2
2020-04-25,ITA,Italy,Valle d'Aosta,45.732414,7.393651,1100,130,657,313,89,6,True,True,ITC2
2020-04-25,ITA,Italy,Veneto,45.664735,11.84235,17391,1288,6671,9432,1234,129,True,True,ITH3
2020-04-25,ESP,Spain,AndalucÃ­a,37.46363,-4.573552,11645,1131,4295,6219,5715,717,True,True,ES61
2020-04-25,ESP,Spain,AragÃ³n,41.519884,-0.66030199999999994,4922,709,1929,2284,2372,255,True,True,ES24
2020-04-25,ESP,Spain,Canarias,28.291062,-16.55631,2155,130,1036,989,878,171,True,True,ES70
2020-04-25,ESP,Spain,Cantabria,43.196326,-4.034401,2071,182,1046,843,982,78,True,True,ES13
2020-04-25,ESP,Spain,Castilla y LeÃ³n,41.751205,-4.788185,15990,1639,6033,8318,7555,511,True,True,ES41
2020-04-25,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,15509,2292,4876,8341,8385,559,True,True,ES42
2020-04-25,ESP,Spain,CataluÃ±a,41.798,1.528534,46261,4498,16753,25010,24130,2576,True,True,ES51
2020-04-25,ESP,Spain,Ciudad AutÃ³noma de Ceuta,35.895759,-5.358194,100,4,98,-2,10,4,True,True,ES63
2020-04-25,ESP,Spain,Ciudad AutÃ³noma de Melilla,35.298249,-2.948653,108,2,77,29,44,3,True,True,ES64
2020-04-25,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,61328,7848,34902,18578,6183,892,True,True,ES30
2020-04-25,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,4627,429,1737,2461,1937,129,True,True,ES22
2020-04-25,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,10066,1172,6033,2861,4978,653,True,True,ES52
2020-04-25,ESP,Spain,Extremadura,39.191409,-6.150692,2718,416,1510,792,1447,107,True,True,ES43
2020-04-25,ESP,Spain,Galicia,42.757079,-7.910384,9116,388,1783,6945,2722,90,True,True,ES11
2020-04-25,ESP,Spain,Illes Balears,39.613452,2.956607,1847,174,1102,571,1057,165,True,True,ES53
2020-04-25,ESP,Spain,La Rioja,42.275075,-2.517177,3821,311,1999,1511,1360,83,True,True,ES23
2020-04-25,ESP,Spain,PaÃ­s Vasco,43.032149,-2.62166,12366,1212,8941,2213,6375,525,True,True,ES21
2020-04-25,ESP,Spain,Principado de Asturias,43.292312,-5.992988,2260,239,716,1305,1760,132,True,True,ES12
2020-04-25,ESP,Spain,RegiÃ³n de Murcia,38.002069,-1.485219,1468,126,842,500,625,105,True,True,ES62
2020-04-25,GBR,United Kingdom,Ayrshire and Arran,55.426356,-4.533604,692,0,0,692,0,0,False,True,UKM93
2020-04-25,GBR,United Kingdom,Borders,55.572787,-2.786355,258,0,0,258,0,0,False,True,UKM91
2020-04-25,GBR,United Kingdom,Dumfries and Galloway,55.076034,-3.953164,237,0,0,237,0,0,False,True,UKM92
2020-04-25,GBR,United Kingdom,East of England,52.248898,0.548756,9175,0,0,9175,0,0,False,True,UKH
2020-04-25,GBR,United Kingdom,Eileanan Siar (Western Isles),57.759892,-7.019403,6,0,0,6,0,0,False,True,UKM64
2020-04-25,GBR,United Kingdom,England,NA,NA,4659,18083,0,-13424,0,0,False,True,UK
2020-04-25,GBR,United Kingdom,Fife,56.228968,-3.118568,653,0,0,653,0,0,False,True,UKM72
2020-04-25,GBR,United Kingdom,Forth Valley,56.211063,-4.237248,655,0,0,655,0,0,False,True,UKM76
2020-04-25,GBR,United Kingdom,Grampian,57.299016,-2.780773,700,0,0,700,0,0,False,True,UKM50
2020-04-25,GBR,United Kingdom,Greater Glasgow and Clyde,55.88154,-4.438215,2428,0,0,2428,0,0,False,True,UKM82
2020-04-25,GBR,United Kingdom,Highland,57.363501,-4.733034,220,0,0,220,0,0,False,True,UKM6
2020-04-25,GBR,United Kingdom,Lanarkshire,55.666656,-3.832477,1187,0,0,1187,0,0,False,True,UKD4
