"","x"
"1",0.767927196804925
"2",0.762973769507072
"3",0.740366593121343
"4",0.811141143085624
"5",0.641573709915471
"6",0.80442881264048
"7",0.751422450275218
"8",0.721234580735114
"9",0.781093141652351
"10",0.821550316833968
"11",0.842759202057029
"12",0.694481007210098
"13",0.82167344300622
"14",0.746559314240379
"15",0.721594216026572
"16",0.804436464644458
"17",0.875865097517013
"18",0.855686639246833
"19",0.760387635829028
"20",0.772673133187098
"21",0.86110253676465
"22",0.727315727954229
"23",0.699358289169366
"24",0.792855844350341
"25",0.885596187124985
"26",0.784606880275979
"27",0.707811413787154
"28",0.859392004396202
"29",0.83544571182848
"30",0.738226922680677
"31",0.827848627891459
"32",0.830679285680276
"33",0.803260591592286
"34",0.844455573161434
"35",0.645132423863848
"36",0.790865857403891
"37",0.835380478534313
"38",0.828842571625119
"39",0.780923076542713
"40",0.747678387285317
"41",0.785492308115473
"42",0.85997316838845
"43",0.866648741088401
"44",0.792385102651744
"45",0.870269390466749
"46",0.801795058885858
"47",0.785082597165492
"48",0.820168552049133
"49",0.876765255262913
"50",0.637036308352686
"51",0.723665964838334
"52",0.740457643260371
"53",0.833312446979565
"54",0.75379029773398
"55",0.856885264279066
"56",0.788174305362529
"57",0.809087025414454
"58",0.789554672201129
"59",0.792048241485957
"60",0.754839249808825
"61",0.777926299272985
"62",0.827348958441018
"63",0.767794260725225
"64",0.711513979831494
"65",0.814285318784083
"66",0.70667287574108
"67",0.844399654796891
"68",0.836427054088015
"69",0.82828224766097
"70",0.721499183850344
"71",0.783029690192158
"72",0.834755931358258
"73",0.81978347397972
"74",0.755637886889901
"75",0.774008952236134
"76",0.804295200495361
"77",0.782135874055888
"78",0.759450878555597
"79",0.76934672368577
"80",0.808218210810679
"81",0.820529279544364
"82",0.869369704394951
"83",0.817838404773411
"84",0.730127291689171
"85",0.87471505335588
"86",0.877701043739145
"87",0.794668735918326
"88",0.815164711373242
"89",0.79934976662222
"90",0.848009863366188
"91",0.870643201541784
"92",0.77449936538183
"93",0.748782469864886
"94",0.756493903082023
"95",0.786800453290623
"96",0.673696872460404
"97",0.81920619086407
"98",0.80074738507331
"99",0.775914714088164
"100",0.712884746320499
"101",0.787872608070797
"102",0.771925425284877
"103",0.752609112050367
"104",0.764844264065501
"105",0.711270785733279
"106",0.875602087250096
"107",0.69679554373143
"108",0.732221747410508
"109",0.75402196814352
"110",0.872425158123025
"111",0.833089847329408
"112",0.832400064619689
"113",0.794949406054625
"114",0.773104534165594
"115",0.704294701483696
"116",0.701087799414654
"117",0.810317106419465
"118",0.801133894801547
"119",0.824075496982259
"120",0.846547397468966
"121",0.821164110919959
"122",0.763185371662442
"123",0.790494355312318
"124",0.870361524777229
"125",0.801657971687122
"126",0.642604465002457
"127",0.744106950409159
"128",0.815595866874158
"129",0.649656930183474
"130",0.802629833150847
"131",0.775662853767319
"132",0.805416797151505
"133",0.735262885155763
"134",0.847309276083941
"135",0.750888165006225
"136",0.776477404868167
"137",0.843928977428767
"138",0.751120281588959
"139",0.798658905617396
"140",0.787409509468712
"141",0.806952940061104
"142",0.811037380567972
"143",0.754204927595115
"144",0.867853148296696
"145",0.808648552452305
"146",0.733181696803721
"147",0.842836969454433
"148",0.719424339127313
"149",0.791340458428404
"150",0.830710793947586
"151",0.764601942859371
"152",0.774622149472699
"153",0.756111692260487
"154",0.800903865504742
"155",0.742741704892823
"156",0.748467900588717
"157",0.835034601364066
"158",0.755896015889139
"159",0.848071590068892
"160",0.770476184144087
"161",0.709241654246017
"162",0.855560826652943
"163",0.831257235144881
"164",0.720268160182241
"165",0.696919349877941
"166",0.756571536094304
"167",0.772467459376928
"168",0.685065610488777
"169",0.718197612360257
"170",0.83313407556581
"171",0.796729710094477
"172",0.769127125775338
"173",0.768710179365988
"174",0.792161418112856
"175",0.753745565309645
"176",0.780853382726842
"177",0.850716310191133
"178",0.769932134971243
"179",0.800458813734587
"180",0.706726302487714
"181",0.769349564618042
"182",0.758228603113366
"183",0.790829121820214
"184",0.806591655188188
"185",0.842825073800817
"186",0.736120982547074
"187",0.759422764478211
"188",0.764318346173135
"189",0.693243807538106
"190",0.728303204081547
"191",0.717874727248071
"192",0.664761842943896
"193",0.763896512687835
"194",0.81964120252883
"195",0.822220747262579
"196",0.817528119448131
"197",0.692751358414919
"198",0.781069725032307
"199",0.712208105249792
"200",0.715152861536858
"201",0.823116254329587
"202",0.78173298445801
"203",0.698124478158406
"204",0.880070173348639
"205",0.809529161594714
"206",0.698996327137871
"207",0.892016924338708
"208",0.758697977863606
"209",0.853693828417499
"210",0.800952349945129
"211",0.627615587740612
"212",0.779323686435667
"213",0.871244745938032
"214",0.791438856612879
"215",0.717031993362748
"216",0.820765651297028
"217",0.841458276861196
"218",0.851773087341472
"219",0.676375779308298
"220",0.74325887219973
"221",0.788298050045495
"222",0.785762725626241
"223",0.817799682858279
"224",0.801546566805171
"225",0.677035851994737
"226",0.832348983864178
"227",0.782797097866981
"228",0.714477290101102
"229",0.647504517177949
"230",0.859718103258312
"231",0.79998442311858
"232",0.729539507919025
"233",0.712992164110203
"234",0.802372400238437
"235",0.810221824747952
"236",0.75245222033485
"237",0.788955443028487
"238",0.831000753262623
"239",0.747944012625325
"240",0.80655564864416
"241",0.669040124821332
"242",0.819650098446344
"243",0.742852949332299
"244",0.853822350135176
"245",0.755173291657151
"246",0.7988762458419
"247",0.816143494769864
"248",0.763029573730852
"249",0.729977431212768
"250",0.767954845475023
"251",0.808893063344318
"252",0.821181019760494
"253",0.842959562223314
"254",0.843327569616057
"255",0.64590634445497
"256",0.753449036255818
"257",0.725652081193987
"258",0.765226986431365
"259",0.731767518254486
"260",0.721674203237205
"261",0.730049253315151
"262",0.774928729306536
"263",0.767561428218709
"264",0.804813683148811
"265",0.829086122560096
"266",0.789037587931654
"267",0.692997510782069
"268",0.91585805177306
"269",0.856275161365113
"270",0.682138707985783
"271",0.785334476299215
"272",0.82678412793561
"273",0.865512184306198
"274",0.83931659098164
"275",0.796748893469925
"276",0.840762680350909
"277",0.774370993815763
"278",0.85255109809941
"279",0.770629588775684
"280",0.90763017765019
"281",0.634912064292819
"282",0.690471411345171
"283",0.657404425118054
"284",0.769210572864267
"285",0.813111523663461
"286",0.840777333146995
"287",0.715656243064455
"288",0.749849299006419
"289",0.812937788312271
"290",0.890775997247141
"291",0.761020646793332
"292",0.814635955037513
"293",0.771793183829515
"294",0.6736262131181
"295",0.804363966209428
"296",0.771115526144633
"297",0.87942234365872
"298",0.782325303251064
"299",0.727930585263741
"300",0.753030906616121
"301",0.752908705323581
"302",0.731125522371553
"303",0.729482779405034
"304",0.765200775985406
"305",0.905840479432708
"306",0.808790458757362
"307",0.77526605552238
"308",0.785147373726536
"309",0.69942763915441
